SERVER,BTOP_CHAMP_ID,BTOP_CHAMP_MAST,BTOP_WINS,BTOP_LOSSES,BTOP_LEAGUE_POINTS,BJGL_CHAMP_ID,BJGL_CHAMP_MAST,BJGL_WINS,BJGL_LOSSES,BJGL_LEAGUE_POINTS,BMID_CHAMP_ID,BMID_CHAMP_MAST,BMID_WINS,BMID_LOSSES,BMID_LEAGUE_POINTS,BBOT_CHAMP_ID,BBOT_CHAMP_MAST,BBOT_WINS,BBOT_LOSSES,BBOT_LEAGUE_POINTS,BSUP_CHAMP_ID,BSUP_CHAMP_MAST,BSUP_WINS,BSUP_LOSSES,BSUP_LEAGUE_POINTS,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RTOP_CHAMP_MAST,RTOP_WINS,RTOP_LOSSES,RTOP_LEAGUE_POINTS,RJGL_CHAMP_ID,RJGL_CHAMP_MAST,RJGL_WINS,RJGL_LOSSES,RJGL_LEAGUE_POINTS,RMID_CHAMP_ID,RMID_CHAMP_MAST,RMID_WINS,RMID_LOSSES,RMID_LEAGUE_POINTS,RBOT_CHAMP_ID,RBOT_CHAMP_MAST,RBOT_WINS,RBOT_LOSSES,RBOT_LEAGUE_POINTS,RSUP_CHAMP_ID,RSUP_CHAMP_MAST,RSUP_WINS,RSUP_LOSSES,RSUP_LEAGUE_POINTS,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,FIRST_DRAG,FIRST_HERALD,FIRST_TOWER,BFIRST_OBJ_COUNT,RFIRST_OBJ_COUNT,TOP_WLR_DIFF,JGL_WLR_DIFF,MID_WLR_DIFF,BOT_WLR_DIFF,SUP_WLR_DIFF,B_WLR,R_WLR,TEAM_WLR_DIFF,AVG_LANE_WLF_DIFF,TOP_MASTERY_DIFF,JGL_MASTERY_DIFF,MID_MASTERY_DIFF,BOT_MASTERY_DIFF,SUP_MASTERY_DIFF,AVG_LANE_MASTERY_DIFF,BSUM_TEAM_MASTERY,RSUM_TEAM_MASTERY,TEAM_MASTERY_DIFF,BSUM_LP,RSUM_LP,TEAM_LP_DIFF,WINNER
KOREA,517,175119,557.0,493.0,1251.0,163,52358,716.0,658.0,942.0,777,172875,177.0,123.0,1015.0,222,3673,137.0,100.0,424.0,223,178825,201.0,130.0,75.0,7,429,23,221,22,92,2164114,573.0,537.0,631.0,91,2228525,10.0,5.0,75.0,84,12447,275.0,241.0,741.0,523,12292,115.0,94.0,482.0,888,31835,347.0,306.0,714.0,429,142,895,58,119,1,1,0,0,0,0,0.06277833807381561,-0.9118541033434651,0.2979455520696286,0.14659574468085124,0.4121669180492711,1.1888297872340425,1.1158072696534236,0.07302251758061895,0.0015264899060202896,-1988995,-2176167,160428,-8619,146990,-773272.6,582850,4449213,-3866363,3707.0,2643.0,1064.0,0
KOREA,41,137910,575.0,499.0,1442.0,78,49996,463.0,387.0,1222.0,268,56799,662.0,590.0,1059.0,22,3831,294.0,241.0,1096.0,888,38146,410.0,370.0,714.0,142,119,429,68,147,84,118504,403.0,344.0,1038.0,200,11879,247.0,220.0,312.0,777,31898,407.0,332.0,1069.0,236,238191,394.0,323.0,1145.0,267,27191,201.0,130.0,75.0,-1,-1,-1,-1,-1,0,1,1,1,0,0,-0.019207018688540023,0.07365515621329566,-0.10386971615274643,0.00010277096206467995,-0.4380457380457381,1.1518926689027311,1.2246108228317272,-0.07271815392899605,-0.09747290914233284,19406,38117,24901,-234360,10955,-28196.2,286682,427663,-140981,5533.0,3639.0,1894.0,0
KOREA,102,177237,48.0,26.0,152.0,200,11879,247.0,220.0,312.0,103,62460,256.0,184.0,1446.0,119,317881,544.0,466.0,966.0,888,35177,201.0,130.0,75.0,235,30,236,24,268,41,140322,11.0,4.0,79.0,48,9955,614.0,557.0,110.0,7,124337,389.0,303.0,1462.0,81,396635,461.0,358.0,1741.0,22,202006,213.0,155.0,939.0,429,777,23,236,221,1,1,1,1,0,0,-0.9038461538461537,0.02039334094989398,0.10747596498780299,-0.12032752295777671,0.17196029776674937,1.263157894736842,1.2258533042846769,0.037304590452165165,-0.1448688146198968,36915,1924,-61877,-78754,-166829,-53724.2,604634,873255,-268621,2951.0,4331.0,-1380.0,1
KOREA,516,5159,743.0,641.0,1464.0,48,25157,740.0,668.0,975.0,112,25513,772.0,708.0,1076.0,81,33409,332.0,271.0,1259.0,350,469024,491.0,425.0,65.0,429,111,223,41,221,68,311557,409.0,388.0,636.0,91,114879,500.0,466.0,585.0,13,103031,10.0,8.0,33.0,157,122374,165.0,96.0,1337.0,254,5443,201.0,130.0,75.0,236,429,7,268,360,0,0,1,1,0,0,0.10500265371439599,0.03482305774716665,-0.15960451977401124,-0.4936577490774907,-0.3908597285067874,1.134537412458533,1.1810661764705883,-0.0465287640120553,-0.18085925717934534,-306398,-89722,-77518,-88965,463581,-19804.4,558262,657284,-99022,4839.0,2666.0,2173.0,0
KOREA,79,18799,575.0,518.0,947.0,234,134733,500.0,464.0,618.0,50,14800,609.0,542.0,1104.0,157,122374,165.0,96.0,1337.0,526,28568,201.0,130.0,75.0,360,236,221,-1,429,887,58374,283.0,218.0,984.0,62,52457,741.0,668.0,990.0,517,49789,252.0,168.0,1402.0,145,129540,420.0,370.0,828.0,497,97652,576.0,506.0,1197.0,223,134,-1,107,200,1,1,1,1,0,0,-0.18812652757606907,-0.031695230229196625,-0.3763837638376384,0.5836148648648649,0.4078139252052295,1.1714285714285715,1.1772020725388601,-0.005773501110288626,0.07904465368543807,-39575,82276,-34989,-7166,-69084,-13707.6,319274,387812,-68538,4081.0,5401.0,-1320.0,1
KOREA,10,24219,350.0,297.0,941.0,64,257312,1288.0,1238.0,826.0,268,80688,772.0,708.0,1076.0,429,63832,615.0,539.0,1038.0,117,7012,424.0,319.0,621.0,235,246,24,221,163,887,14141,336.0,256.0,758.0,91,24347,668.0,587.0,1140.0,777,46435,236.0,169.0,1061.0,523,336884,9.0,9.0,67.0,888,35177,201.0,130.0,75.0,-1,236,-1,221,-1,1,0,0,0,0,0,-0.13404882154882158,-0.09760205640245156,-0.3060542239160231,0.1410018552875696,-0.21700024113817218,1.1122218639148662,1.259774109470026,-0.1475522455551599,-0.12274069754357977,10078,232965,34253,-273052,-28165,-4784.2,433063,456984,-23921,4502.0,3101.0,1401.0,0
KOREA,79,25950,365.0,315.0,826.0,48,21514,607.0,536.0,1189.0,268,68886,362.0,303.0,991.0,221,41762,693.0,624.0,805.0,432,50481,201.0,130.0,75.0,-1,62,39,236,-1,41,85772,525.0,465.0,1073.0,78,38277,744.0,641.0,1481.0,127,19225,335.0,273.0,802.0,29,36738,461.0,358.0,1741.0,350,78533,391.0,356.0,696.0,55,42,-1,64,-1,1,0,0,0,0,0,0.029697900665642596,-0.02822374088993418,-0.03238675515903244,-0.17713257412978067,0.4478392394122732,1.1677148846960168,1.1734352603917821,-0.005720375695765334,0.0479588139798337,-59822,-16763,49661,5024,-28052,-9990.4,208593,258545,-49952,3886.0,5793.0,-1907.0,0
KOREA,41,179069,407.0,332.0,1069.0,79,394245,740.0,668.0,975.0,268,64785,322.0,280.0,775.0,29,19736,1062.0,1019.0,518.0,555,81481,772.0,709.0,1058.0,429,223,-1,91,-1,104,12844,115.0,93.0,75.0,64,499768,607.0,536.0,1189.0,13,36781,1289.0,1238.0,844.0,523,139345,742.0,710.0,668.0,497,209756,201.0,130.0,75.0,236,142,126,103,221,1,1,1,1,0,0,-0.010655525327115,-0.024678255429439577,0.10880452342487867,-0.0028721889728953176,-0.457296300314636,1.0980718085106382,1.0912449205762838,0.006826887934354486,-0.07733954932384143,166225,-105523,28004,-119609,-128275,-31835.6,739316,898494,-159178,4395.0,2851.0,1544.0,0
KOREA,117,43385,316.0,292.0,535.0,64,425637,740.0,668.0,975.0,127,19225,335.0,273.0,802.0,222,68433,742.0,710.0,668.0,43,17774,565.0,473.0,1103.0,68,221,223,145,429,122,309715,187.0,130.0,961.0,200,10117,115.0,93.0,75.0,112,25513,773.0,709.0,1076.0,523,62398,10.0,5.0,75.0,497,209756,201.0,130.0,75.0,888,221,236,429,67,1,1,0,0,0,0,-0.35626975763962054,-0.12877470864722174,0.13683824403147393,-0.9549295774647888,-0.35165067490648894,1.1167218543046358,1.2052483598875352,-0.08852650558289943,-0.3309572949253292,-266330,415520,-6288,6035,-191982,-8609.0,574454,617499,-43045,4083.0,2262.0,1821.0,0
KOREA,68,488022,388.0,336.0,547.0,64,425637,740.0,668.0,975.0,112,25513,772.0,708.0,1076.0,22,46419,434.0,383.0,247.0,888,49216,394.0,331.0,1101.0,429,81,221,23,223,113,14208,442.0,372.0,818.0,62,4897,129.0,115.0,85.0,142,202701,316.0,292.0,535.0,235,36387,325.0,239.0,1573.0,44,160876,201.0,130.0,75.0,200,236,429,-1,163,0,2,2,2,0,0,-0.03341013824884809,-0.01395469929705806,0.008203699404070841,-0.2266733670537595,-0.3558215198698582,1.124484748557296,1.230836236933798,-0.10635148837650199,-0.12433120501309061,473814,420740,-177188,10032,-111660,123147.6,1034807,419069,615738,3946.0,3086.0,860.0,0
KOREA,50,3097,19.0,8.0,87.0,254,18171,472.0,374.0,1451.0,887,60720,525.0,465.0,1073.0,221,26421,394.0,323.0,1145.0,350,20113,347.0,306.0,714.0,200,-1,55,68,41,27,73969,409.0,388.0,636.0,234,84050,744.0,641.0,1481.0,103,51691,275.0,200.0,1426.0,235,35052,201.0,130.0,75.0,62,13080,218.0,154.0,1108.0,10,236,157,429,200,0,1,0,1,0,0,1.3208762886597938,0.101345658104399,-0.24596774193548376,-0.326339604667778,-0.28159748747984037,1.1903794037940378,1.2207534699272968,-0.030374066133258992,0.11366342253621813,-70872,-65879,9029,-8631,7033,-25864.0,128522,257842,-129320,4470.0,4726.0,-256.0,1
KOREA,67,98,193.0,152.0,834.0,64,130291,886.0,860.0,860.0,42,31866,448.0,384.0,974.0,221,86324,796.0,737.0,1013.0,888,24380,504.0,450.0,873.0,236,-1,268,86,-1,150,12383,277.0,213.0,1169.0,200,2044,6.0,4.0,62.0,4,91480,465.0,414.0,942.0,145,225658,923.0,854.0,1011.0,497,209756,201.0,130.0,75.0,-1,236,7,114,429,1,1,1,1,0,0,-0.03073264146281196,-0.46976744186046515,0.04347826086956519,-0.000741978843275648,-0.4261538461538461,1.094463801780875,1.1591331269349845,-0.0646693251541095,-0.17678352949016674,-12285,128247,-59614,-139334,-185376,-53672.4,272959,541321,-268362,4554.0,3259.0,1295.0,1
KOREA,106,113619,886.0,860.0,860.0,254,3032,6.0,4.0,62.0,103,65235,653.0,637.0,650.0,221,25899,205.0,158.0,754.0,497,209756,201.0,130.0,75.0,-1,236,-1,150,-1,41,28959,252.0,183.0,1140.0,104,55637,565.0,525.0,698.0,68,312530,409.0,388.0,636.0,29,15615,9.0,9.0,67.0,888,68513,688.0,669.0,417.0,-1,236,234,200,268,1,1,0,0,0,0,-0.346816622188334,0.42380952380952386,-0.029005971936752584,0.2974683544303798,0.5177532482465219,1.0905533817775293,1.083990980834273,0.00656240094325633,0.1726417064722678,84660,-52605,-247295,10284,141243,-12742.6,417541,481254,-63713,2401.0,2958.0,-557.0,0
KOREA,68,311557,409.0,388.0,636.0,163,208662,607.0,536.0,1189.0,14,3951,517.0,448.0,1125.0,523,584218,812.0,747.0,1139.0,555,394290,504.0,450.0,873.0,-1,119,-1,238,10,246,144964,278.0,259.0,651.0,76,202562,386.0,332.0,1071.0,777,19105,662.0,590.0,1059.0,235,34291,563.0,506.0,75.0,223,178825,201.0,130.0,75.0,41,236,62,-1,-1,1,1,1,1,0,0,-0.01923536201886722,-0.03018791584247449,0.031983958837772386,-0.025633495774931125,-0.4261538461538461,1.108991825613079,1.1502476609796368,-0.04125583536655775,-0.09384533219046931,166593,6100,-15154,549927,215465,184586.2,1502678,579747,922931,4962.0,2931.0,2031.0,1
KOREA,876,25436,11.0,4.0,79.0,64,130291,886.0,860.0,860.0,127,219056,448.0,384.0,974.0,235,34291,563.0,506.0,75.0,223,189525,12.0,3.0,100.0,-1,86,30,268,888,887,75566,715.0,659.0,1003.0,163,8678,154.0,136.0,149.0,246,417498,289.0,248.0,706.0,81,379619,267.0,220.0,775.0,44,160876,201.0,130.0,75.0,221,268,-1,200,429,0,0,0,0,0,0,1.6650227617602429,-0.10212038303693571,0.0013440860215054862,-0.10098814229249009,2.453846153846154,1.0927717700626067,1.167264895908112,-0.07449312584550527,0.7834208952596953,-50130,121613,-198442,-345328,28649,-88727.6,598599,1042237,-443638,2088.0,2708.0,-620.0,0
KOREA,150,114077,525.0,465.0,1073.0,106,33536,463.0,387.0,1222.0,517,49789,252.0,168.0,1402.0,221,4211,226.0,157.0,1204.0,497,18827,217.0,180.0,672.0,55,-1,200,235,-1,68,2053418,346.0,293.0,858.0,64,99340,467.0,433.0,620.0,103,5033,107.0,70.0,65.0,145,237,395.0,334.0,1061.0,89,143069,201.0,130.0,75.0,236,23,888,200,429,0,0,1,1,0,0,-0.05185511394913567,0.11786048898675783,-0.02857142857142847,0.2568557153209503,-0.3405982905982907,1.2402358142962417,1.2031746031746031,0.037061211121638626,-0.009261725762229344,-1939341,-65804,44756,3974,-124242,-416131.4,220440,2301097,-2080657,5573.0,2679.0,2894.0,0
KOREA,78,2361094,497.0,428.0,1272.0,60,7543,467.0,433.0,620.0,777,242533,343.0,294.0,977.0,81,590215,569.0,523.0,817.0,89,143069,201.0,130.0,75.0,429,200,41,236,7,133,2305300,2.0,3.0,51.0,76,71562,523.0,451.0,1280.0,157,7573,635.0,600.0,456.0,222,326496,812.0,747.0,1139.0,111,71417,806.0,766.0,636.0,200,54,163,221,119,1,0,1,1,0,0,0.49454828660436145,-0.08112329286215392,0.10833333333333339,0.0009393853297192667,0.4939345250050211,1.148783185840708,1.0821971172574991,0.06658606858320892,0.20332644748205625,55794,-64019,234960,263719,71652,112421.2,3344454,2782348,562106,3761.0,3562.0,199.0,0
KOREA,54,855,431.0,359.0,1435.0,163,198529,249.0,173.0,1343.0,157,83606,533.0,477.0,1023.0,119,47340,510.0,444.0,75.0,111,78225,565.0,524.0,75.0,35,200,68,-1,236,166,851430,531.0,483.0,862.0,234,87525,463.0,387.0,1222.0,4,56073,448.0,384.0,974.0,221,39354,532.0,484.0,935.0,223,178825,201.0,130.0,75.0,200,-1,64,24,-1,0,1,0,0,0,0,0.10117822107648933,0.24292392944093444,-0.04926624737945495,0.04947509492964053,-0.4679095713446859,1.1573090541224076,1.1643468950749465,-0.0070378409525388985,-0.024719714655415316,-850575,111004,27533,7986,-100600,-160930.4,408555,1213207,-804652,3951.0,4068.0,-117.0,0
KOREA,106,44295,48.0,26.0,152.0,127,9120,463.0,387.0,1222.0,200,24757,740.0,668.0,972.0,119,47340,510.0,444.0,75.0,497,76225,668.0,606.0,1008.0,888,35,221,62,24,79,105336,293.0,225.0,1021.0,246,701,335.0,273.0,802.0,103,72812,448.0,384.0,974.0,235,77368,516.0,466.0,747.0,223,178825,201.0,130.0,75.0,64,236,122,76,111,1,1,1,1,0,0,0.5439316239316241,-0.030723798165658733,-0.05888223552894223,0.04135251130959294,-0.4438436151307439,1.1398404504927264,1.2131258457374832,-0.07328539524475675,0.010366897283174437,-61041,8419,-48055,-30028,-102600,-46661.0,201737,435042,-233305,3429.0,3619.0,-190.0,1
KOREA,887,72072,557.0,493.0,1251.0,80,53919,19.0,8.0,87.0,13,252298,411.0,369.0,828.0,236,115857,523.0,451.0,1280.0,267,54613,473.0,422.0,893.0,888,36,-1,-1,350,517,8582,245.0,201.0,857.0,254,13281,463.0,387.0,1222.0,50,34418,360.0,277.0,1018.0,15,51507,796.0,737.0,1013.0,22,8125,651.0,602.0,587.0,-1,429,111,163,7,1,1,0,0,0,0,-0.08908802841774888,1.1786175710594315,-0.18581785095829306,0.07959095873183974,0.039457731731511236,1.1376936316695352,1.1411070780399275,-0.0034134463703923146,0.2045520764293481,63490,40638,217880,64350,46488,86569.2,548759,115913,432846,4339.0,4697.0,-358.0,1
KOREA,887,56728,374.0,323.0,774.0,62,16098,728.0,658.0,887.0,13,49508,718.0,669.0,671.0,429,164828,523.0,451.0,1280.0,888,36383,473.0,422.0,893.0,163,-1,350,238,119,36,362735,330.0,286.0,715.0,80,6669,242.0,180.0,1105.0,517,53775,360.0,277.0,1018.0,221,7284,165.0,117.0,736.0,79,19773,714.0,624.0,817.0,119,895,7,114,35,1,0,1,0,0,0,0.004048582995951566,-0.23806146572104026,-0.22639534193499644,-0.2506111774404458,-0.0233776886620487,1.1161315893777248,1.2203504043126685,-0.10421881493494367,-0.14687941815251593,-306007,9429,-4267,157544,16610,-25338.2,323545,450236,-126691,4505.0,4391.0,114.0,0
KOREA,58,233088,512.0,457.0,815.0,30,2228,60.0,13.0,1.0,238,11655,448.0,384.0,974.0,119,45182,668.0,587.0,1140.0,875,97533,381.0,325.0,1030.0,429,163,80,895,157,8,81034,63.0,35.0,291.0,76,566637,333.0,290.0,761.0,777,58476,354.0,270.0,1548.0,203,4437,140.0,87.0,945.0,111,103554,473.0,422.0,893.0,350,78,555,268,68,1,1,0,0,0,0,-0.6796498905908097,3.4671087533156495,-0.14444444444444438,-0.4712056237639273,0.05145461173897181,1.1715741789354472,1.2346014492753623,-0.06302727033991506,0.44465268125108803,152054,-564409,-46821,40745,-6021,-84890.4,389686,814138,-424452,3960.0,4438.0,-478.0,1
KOREA,516,1033,357.0,319.0,842.0,245,216779,772.0,711.0,981.0,555,529558,473.0,363.0,620.0,15,6730,400.0,345.0,865.0,117,229182,473.0,422.0,893.0,350,711,-1,107,7,266,174625,720.0,679.0,495.0,30,2823,140.0,87.0,945.0,91,82712,100.0,56.0,821.0,221,2665,448.0,410.0,733.0,43,29117,259.0,235.0,624.0,78,163,133,119,429,1,0,1,1,0,0,0.05873934100027234,-0.5234007468839421,-0.4826839826839828,0.06673736302580413,0.01872542099425245,1.1458333333333333,1.136332651670075,0.009500681663258348,-0.17237652090951922,-173592,213956,446846,4065,200065,138268.0,983282,291942,691340,4201.0,3618.0,583.0,0
KOREA,24,730217,555.0,507.0,616.0,72,2895,249.0,173.0,1343.0,103,43049,303.0,269.0,698.0,111,219286,212.0,177.0,684.0,15,17052,473.0,422.0,893.0,895,429,79,-1,-1,59,670,469.0,424.0,817.0,78,30327,581.0,528.0,919.0,163,35296,360.0,277.0,1018.0,523,525540,531.0,492.0,732.0,98,6750,409.0,370.0,800.0,429,7,-1,119,268,1,1,1,0,0,0,-0.011457519258680327,0.33892757050271505,-0.1732449371250655,0.11847182031142345,0.015447675163315022,1.1576227390180878,1.1238641798182687,0.03375855919981907,0.05762892191874154,729547,-27432,7753,-306254,10302,82783.2,1012499,598583,413916,4234.0,4286.0,-52.0,0
KOREA,84,426629,963.0,925.0,439.0,163,26336,653.0,637.0,650.0,234,539829,1184.0,1139.0,730.0,360,299506,608.0,571.0,333.0,111,103554,473.0,422.0,893.0,-1,76,-1,119,150,887,33440,1060.0,1016.0,597.0,59,2308,633.0,579.0,911.0,68,835461,199.0,161.0,458.0,15,11746,165.0,117.0,736.0,22,27442,410.0,370.0,714.0,268,-1,114,429,35,1,1,0,1,0,0,-0.002226005533092046,-0.06814650930120969,-0.19651650407080412,-0.34545781130719844,0.012744972460612347,1.0506226312939904,1.0998662505572894,-0.04924361926329901,-0.11992037155033838,393189,24028,-295632,287760,76112,97091.4,1395854,910397,485457,3045.0,3416.0,-371.0,1
KOREA,113,8310,200.0,135.0,1154.0,131,53062,280.0,226.0,1031.0,39,661863,471.0,420.0,865.0,96,59026,531.0,492.0,732.0,267,54613,473.0,422.0,893.0,78,-1,119,350,7,887,33440,1060.0,1016.0,597.0,62,9981,467.0,377.0,1342.0,157,72629,532.0,484.0,935.0,236,8677,117.0,66.0,709.0,53,44210,6.0,5.0,63.0,429,119,-1,-1,-1,1,1,1,1,0,0,0.43817439486730825,0.00021126264641657677,0.022255017709563285,-0.6934589800443458,-0.0791469194312795,1.1533923303834808,1.120123203285421,0.03326912709805985,-0.06239304485046744,-25130,43081,589234,50349,10403,133587.4,836874,168937,667937,4675.0,3646.0,1029.0,1
KOREA,150,348561,20.0,18.0,100.0,234,401801,1288.0,1238.0,826.0,711,242311,1197.0,1142.0,915.0,15,7237,807.0,756.0,722.0,201,52334,391.0,356.0,696.0,221,107,-1,-1,887,84,2890,3.0,3.0,68.0,80,10278,419.0,358.0,704.0,238,987427,880.0,826.0,846.0,429,24447,831.0,769.0,901.0,111,103554,473.0,422.0,893.0,517,350,24,58,119,0,0,1,0,0,0,0.11111111111111116,-0.13000333932004215,-0.01721418182280776,-0.013163869795859373,-0.022538473827147465,1.054985754985755,1.0958788898233809,-0.0408931348376258,-0.014361750730949118,345671,391523,-745116,-17210,-51220,-15270.4,1052244,1128596,-76352,3259.0,3412.0,-153.0,0
KOREA,887,13618,702.0,661.0,681.0,234,97335,886.0,860.0,860.0,163,15360,548.0,486.0,1059.0,119,3054,372.0,315.0,782.0,555,51723,1197.0,1142.0,915.0,15,-1,114,895,429,84,36907,884.0,806.0,1001.0,131,34052,744.0,641.0,1481.0,246,139586,175.0,113.0,594.0,236,61232,473.0,422.0,893.0,267,5929,294.0,227.0,891.0,895,-1,91,7,114,0,0,0,0,0,0,-0.034746962080913546,-0.13045386931756342,-0.42110054991077606,0.060099300383660514,-0.246993064181396,1.0695727482678983,1.1634223630602083,-0.09384961479231002,-0.1546390290213977,-23289,63283,-124226,-58178,45794,-19323.2,181090,277706,-96616,4297.0,4860.0,-563.0,1
KOREA,13,41089,524.0,501.0,482.0,5,7214,242.0,180.0,1105.0,3,36656,465.0,417.0,876.0,15,1644,444.0,393.0,820.0,111,225138,257.0,209.0,748.0,119,163,-1,246,68,27,73969,409.0,388.0,636.0,80,9947,575.0,518.0,947.0,517,126808,362.0,303.0,991.0,429,17359,516.0,466.0,747.0,12,277461,473.0,422.0,893.0,887,267,350,39,221,1,1,1,1,0,0,-0.008215527707471582,0.23440583440583462,-0.07961155827813005,0.022474855027356577,0.10881199120161456,1.1364705882352941,1.1134954697186457,0.022975118516648463,0.05557311892984083,-32880,-2733,-90152,-15715,-52323,-38760.6,311741,505544,-193803,4031.0,4214.0,-183.0,1
KOREA,114,22826,321.0,257.0,624.0,80,5162,614.0,568.0,765.0,163,15614,448.0,384.0,974.0,895,2791,205.0,158.0,754.0,111,17545,259.0,235.0,624.0,103,-1,350,-1,-1,24,20300,357.0,319.0,842.0,76,140457,242.0,180.0,1105.0,777,12717,280.0,226.0,1031.0,110,35198,186.0,140.0,618.0,12,7669,357.0,295.0,946.0,429,-1,7,268,119,0,0,0,0,0,0,0.12990498030079412,-0.2634585289514868,-0.07227138643067832,-0.031103074141048737,-0.10804183195095574,1.1529338327091136,1.2258620689655173,-0.07292823625640366,-0.0689939682346751,2526,-135295,2897,-32407,9876,-30480.6,63938,216341,-152403,3741.0,4542.0,-801.0,1
KOREA,19,226000,366.0,307.0,1001.0,64,257312,1288.0,1238.0,826.0,7,214287,918.0,853.0,1125.0,221,30150,204.0,143.0,754.0,117,31908,668.0,606.0,1008.0,266,-1,163,429,55,24,99083,557.0,493.0,1251.0,80,54241,280.0,226.0,1031.0,268,245124,465.0,414.0,942.0,15,7477,663.0,607.0,891.0,147,57070,522.0,470.0,904.0,78,-1,-1,-1,350,0,0,0,0,0,0,0.06236496620438592,-0.1985503309648733,-0.04698676453098205,0.33431642492598024,-0.008328066849238036,1.094375595805529,1.125339366515837,-0.03096377071030809,0.028563245757054555,126917,203071,-30837,22673,-25162,59332.4,759657,462995,296662,4714.0,5019.0,-305.0,1
KOREA,887,9495,3.0,3.0,68.0,429,181964,444.0,373.0,1294.0,84,214054,465.0,414.0,942.0,78,1573,204.0,143.0,754.0,888,91815,538.0,482.0,1234.0,-1,895,24,-1,-1,23,27573,557.0,493.0,1251.0,33,780,386.0,332.0,1071.0,517,111137,280.0,226.0,1031.0,523,126804,615.0,539.0,1038.0,117,31908,668.0,607.0,988.0,268,62,-1,350,221,1,0,1,0,0,0,-0.12981744421906694,0.027697923059530227,-0.11574964730024351,0.2855715712858571,0.015688338676710822,1.1689045936395759,1.140646335912608,0.028258257726967884,0.016678148300557537,-18078,181184,102917,-125231,59907,40139.8,498901,298202,200699,4292.0,5379.0,-1087.0,0
KOREA,887,9495,3.0,3.0,68.0,76,8402,140.0,87.0,945.0,555,529558,473.0,363.0,620.0,15,9588,615.0,539.0,1038.0,32,5283,714.0,624.0,817.0,78,7,24,236,429,114,13603,357.0,319.0,842.0,64,453573,280.0,226.0,1031.0,517,158832,688.0,624.0,1196.0,221,16695,362.0,302.0,1120.0,117,31908,668.0,607.0,988.0,78,429,350,-1,119,0,1,0,0,0,0,-0.11912225705329149,0.37025734920150555,0.20046620046620034,-0.05767364140117204,0.04373653529337207,1.203589108910891,1.1333012512030798,0.07028785770781121,0.08753283730132289,-4108,-445171,370726,-7107,-26625,-22457.0,562326,674611,-112285,3488.0,5177.0,-1689.0,1
KOREA,166,702936,1184.0,1139.0,730.0,121,3408,291.0,225.0,1393.0,517,111137,280.0,226.0,1031.0,895,3130,141.0,105.0,556.0,350,217892,522.0,470.0,904.0,-1,-1,62,142,429,221,64967,579.0,525.0,819.0,80,11844,814.0,748.0,1207.0,268,40419,633.0,579.0,911.0,85,18261,236.0,169.0,1061.0,111,58965,414.0,340.0,825.0,-1,39,78,15,119,0,0,0,0,0,0,-0.06334880220744998,0.20509803921568626,0.14567380439268174,-0.05359256128486911,-0.10700876095118894,1.1168591224018476,1.133418043202033,-0.016558920800185506,0.02536434383297199,637969,-8436,70718,-15131,158927,168809.4,1038503,194456,844047,4614.0,4823.0,-209.0,1
KOREA,68,311557,409.0,388.0,636.0,64,453573,280.0,226.0,1031.0,517,393443,1197.0,1142.0,915.0,236,45527,294.0,241.0,1096.0,267,154719,892.0,820.0,967.0,555,887,119,22,78,23,33792,1072.0,1013.0,988.0,44,195392,48.0,26.0,152.0,39,1007128,384.0,323.0,945.0,523,54869,321.0,246.0,1225.0,117,7375,598.0,511.0,968.0,15,24,7,107,119,0,1,1,1,0,0,-0.004119131700267564,-0.6072157930565012,-0.14069336832345614,-0.08496103633235497,-0.08244952508233494,1.0905218317358893,1.143463898065125,-0.052942066329235704,-0.18388777089898295,277765,258181,-613685,-9342,147344,12052.6,1358819,1298556,60263,4645.0,4278.0,367.0,1
KOREA,58,199381,577.0,531.0,901.0,104,55637,565.0,525.0,698.0,163,36075,358.0,321.0,840.0,15,16060,615.0,539.0,1044.0,89,213411,650.0,596.0,946.0,238,429,119,91,-1,517,224065,715.0,659.0,1003.0,76,250380,280.0,226.0,1031.0,234,50808,68.0,18.0,271.0,29,141498,532.0,484.0,935.0,12,25318,580.0,523.0,1073.0,895,78,119,777,-1,1,0,1,1,0,0,0.0016517636434820737,-0.16274757690686892,-2.6625129802699896,0.04182830156856143,-0.01838258883313859,1.1007165605095541,1.138743455497382,-0.038026894987827964,-0.5600326161595908,-24684,-194743,-14733,-125438,188093,-34301.0,520564,692069,-171505,4429.0,4313.0,116.0,1
KOREA,13,249803,303.0,269.0,698.0,64,453573,280.0,226.0,1031.0,68,3408,358.0,321.0,840.0,15,29838,923.0,854.0,1011.0,350,33423,668.0,606.0,1008.0,119,78,24,72,895,113,16345,7.0,3.0,48.0,234,186553,581.0,547.0,678.0,268,22350,360.0,277.0,1018.0,221,19248,214.0,151.0,700.0,117,3031,114.0,64.0,647.0,429,777,119,30,887,1,1,0,1,0,0,-1.2069392812887239,0.17678083189076377,-0.18437419166188707,-0.3364222901189571,-0.6789397689768977,1.1124780316344465,1.2245681381957774,-0.1120901065613309,-0.4459789400311404,233458,267020,-18942,10590,30392,104503.6,770045,247527,522518,4588.0,3091.0,1497.0,0
