SERVER,BTOP_CHAMP_ID,BTOP_CHAMP_MAST,BTOP_WINS,BTOP_LOSSES,BTOP_LEAGUE_POINTS,BJGL_CHAMP_ID,BJGL_CHAMP_MAST,BJGL_WINS,BJGL_LOSSES,BJGL_LEAGUE_POINTS,BMID_CHAMP_ID,BMID_CHAMP_MAST,BMID_WINS,BMID_LOSSES,BMID_LEAGUE_POINTS,BBOT_CHAMP_ID,BBOT_CHAMP_MAST,BBOT_WINS,BBOT_LOSSES,BBOT_LEAGUE_POINTS,BSUP_CHAMP_ID,BSUP_CHAMP_MAST,BSUP_WINS,BSUP_LOSSES,BSUP_LEAGUE_POINTS,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RTOP_CHAMP_ID,RTOP_CHAMP_MAST,RTOP_WINS,RTOP_LOSSES,RTOP_LEAGUE_POINTS,RJGL_CHAMP_ID,RJGL_CHAMP_MAST,RJGL_WINS,RJGL_LOSSES,RJGL_LEAGUE_POINTS,RMID_CHAMP_ID,RMID_CHAMP_MAST,RMID_WINS,RMID_LOSSES,RMID_LEAGUE_POINTS,RBOT_CHAMP_ID,RBOT_CHAMP_MAST,RBOT_WINS,RBOT_LOSSES,RBOT_LEAGUE_POINTS,RSUP_CHAMP_ID,RSUP_CHAMP_MAST,RSUP_WINS,RSUP_LOSSES,RSUP_LEAGUE_POINTS,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,FIRST_DRAG,FIRST_HERALD,FIRST_TOWER,BFIRST_OBJ_COUNT,RFIRST_OBJ_COUNT,TOP_WLR_DIFF,JGL_WLR_DIFF,MID_WLR_DIFF,BOT_WLR_DIFF,SUP_WLR_DIFF,B_WLR,R_WLR,TEAM_WLR_DIFF,AVG_LANE_WLF_DIFF,TOP_MASTERY_DIFF,JGL_MASTERY_DIFF,MID_MASTERY_DIFF,BOT_MASTERY_DIFF,SUP_MASTERY_DIFF,AVG_LANE_MASTERY_DIFF,BSUM_TEAM_MASTERY,RSUM_TEAM_MASTERY,TEAM_MASTERY_DIFF,BSUM_LP,RSUM_LP,TEAM_LP_DIFF,WINNER
EUROPE WEST,58,74610,401.0,353.0,1036.0,154,281632,204.0,178.0,674.0,268,2999843,20.0,26.0,50.0,119,403522,471.0,456.0,466.0,12,238804,552.0,498.0,1074.0,166,107,29,40,246,420,2396010,330.0,294.0,713.0,254,2273,191.0,184.0,698.0,245,962871,357.0,317.0,638.0,15,15141,711.0,685.0,491.0,117,9931,414.0,398.0,942.0,887,84,111,23,78,0,0,0,0,0,0,0.013528357518644896,0.10802393746946737,-0.3569521960689154,-0.005061467537456732,0.06823272991463347,1.0906684315023163,1.0665601703940362,0.024108261108280127,-0.034445727740725275,-2321400,279359,2036972,388381,228873,122437.0,3998411,3386226,612185,3300.0,3482.0,-182.0,0
EUROPE WEST,85,173512,401.0,353.0,1036.0,154,149956,106.0,95.0,380.0,39,127727,436.0,412.0,560.0,429,180932,660.0,624.0,728.0,888,28279,74.0,62.0,407.0,50,412,166,119,-1,79,103930,389.0,379.0,668.0,200,42510,583.0,529.0,510.0,84,573374,7.0,6.0,75.0,81,187481,772.0,742.0,729.0,432,141647,151.0,114.0,715.0,163,78,895,350,266,0,1,0,0,0,0,0.10959211283607528,0.013710078599144193,-0.10841423948220075,0.017261040845946596,-0.13101301641199758,1.0847347994825356,1.0745762711864406,0.010158528296094982,-0.019772804722606452,69582,107446,-445647,-6549,-113368,-77707.2,660406,1048942,-388536,3111.0,2697.0,414.0,0
EUROPE WEST,106,91770,24.0,5.0,53.0,254,12734,315.0,271.0,918.0,163,19393,616.0,559.0,939.0,119,77139,544.0,510.0,764.0,40,547204,19.0,6.0,75.0,28,78,122,350,114,58,75309,401.0,353.0,1036.0,62,29484,249.0,222.0,898.0,45,117962,543.0,501.0,726.0,110,4985,146.0,88.0,948.0,412,841034,221.0,223.0,767.0,38,429,80,350,166,1,1,0,1,0,0,3.6640226628895185,0.04074000199461447,0.018135464312876826,-0.5924242424242425,2.1756352765321374,1.1236121391561806,1.1247296322999278,-0.0011174931437472058,1.061221832660981,16461,-16750,-98569,72154,-293830,-64106.8,748240,1068774,-320534,2749.0,4375.0,-1626.0,1
EUROPE WEST,85,173512,401.0,353.0,1036.0,121,126912,84.0,74.0,82.0,157,331213,7.0,5.0,68.0,81,152607,711.0,685.0,491.0,432,2125,190.0,155.0,194.0,7,-1,119,166,203,122,59302,75.0,29.0,280.0,107,118384,93.0,47.0,677.0,84,147282,11.0,2.0,1.0,523,30074,418.0,372.0,883.0,412,1011169,552.0,499.0,1057.0,200,429,117,40,24,1,1,1,1,0,0,-1.4502295594412427,-0.8435882691201841,-4.1,-0.08569970959893247,0.11959402676320385,1.095125786163522,1.2107481559536355,-0.11562236979011353,-1.2719847022794308,114210,8528,183931,122533,-1009044,-115968.4,786369,1366211,-579842,1871.0,2898.0,-1027.0,1
EUROPE WEST,150,244749,401.0,353.0,1036.0,2,241630,589.0,538.0,1112.0,147,4921,278.0,234.0,935.0,81,275095,23.0,23.0,41.0,37,613981,530.0,489.0,941.0,429,-1,166,246,103,92,1340722,300.0,245.0,1164.0,78,16846,122.0,86.0,859.0,163,103962,320.0,253.0,940.0,360,7353,134.0,110.0,860.0,53,6295,133.0,107.0,1007.0,-1,107,119,114,429,1,0,1,0,0,0,-0.08851245880788583,-0.3238091121293336,-0.07678794635316377,-0.21818181818181825,-0.15914607342851128,1.112400733048259,1.2596754057428214,-0.1472746726945624,-0.17328748178014255,-1095973,224784,-99041,267742,607686,-18960.4,1380376,1475178,-94802,4065.0,4830.0,-765.0,0
EUROPE WEST,887,77522,401.0,353.0,1036.0,78,62997,508.0,464.0,803.0,350,61348,165.0,129.0,754.0,221,4961,111.0,72.0,414.0,147,1690,249.0,217.0,476.0,84,163,200,166,154,516,47755,396.0,347.0,1009.0,141,1229808,313.0,308.0,465.0,517,124971,414.0,398.0,942.0,15,108867,299.0,268.0,508.0,555,104454,317.0,294.0,493.0,429,122,119,62,7,1,1,1,0,0,0,-0.005233037529287943,0.07859381997313042,0.23886876241673494,0.4259950248756219,0.06923414527101168,1.1611336032388664,1.076780185758514,0.08435341748035241,0.1614917430014422,29767,-1166811,-63623,-103906,-102764,-281467.4,208518,1615855,-1407337,3483.0,3417.0,66.0,0
EUROPE WEST,122,665445,962.0,916.0,775.0,254,33737,575.0,538.0,874.0,13,111595,672.0,632.0,846.0,895,10597,642.0,567.0,1422.0,888,53235,472.0,429.0,884.0,40,23,141,429,350,887,77522,401.0,353.0,1036.0,421,2669483,386.0,348.0,866.0,7,29513,365.0,310.0,969.0,15,40236,136.0,107.0,1055.0,432,1342662,612.0,549.0,1192.0,78,429,166,119,163,0,1,0,0,0,0,-0.08575899649912788,-0.04042216809810717,-0.11412821559820352,-0.13875290510804517,-0.014520998127555362,1.0781959766385465,1.1397720455908817,-0.06157606895233525,-0.07871665668620782,587923,-2635746,82082,-29639,-1289427,-656961.4,874609,4159416,-3284807,4801.0,5118.0,-317.0,0
EUROPE WEST,516,49873,401.0,353.0,1036.0,64,955586,374.0,332.0,968.0,112,99839,33.0,44.0,57.0,119,18117,269.0,215.0,687.0,888,46577,423.0,387.0,844.0,62,887,555,28,246,150,156915,194.0,149.0,837.0,78,8643,11.0,10.0,100.0,238,223752,188.0,135.0,511.0,15,40236,136.0,107.0,1055.0,143,51700,324.0,292.0,632.0,24,200,895,163,40,0,0,1,1,0,0,-0.1660360857083103,0.026506024096385472,-0.6425925925925926,-0.019865246685503157,-0.016565785281936973,1.1269722013523666,1.230880230880231,-0.10390802952786427,-0.1637107372343915,-107042,946943,-123913,-22119,-5123,137749.2,1169992,481246,688746,3592.0,3135.0,457.0,0
EUROPE WEST,113,12921,401.0,353.0,1036.0,200,10225,151.0,97.0,1019.0,101,1744031,563.0,503.0,1025.0,895,10597,642.0,567.0,1422.0,111,98618,480.0,397.0,1457.0,166,29,887,84,141,59,9155,13.0,4.0,66.0,104,143075,511.0,447.0,926.0,7,252123,16.0,4.0,57.0,81,40712,555.0,489.0,1276.0,43,343,146.0,88.0,948.0,119,78,350,555,429,1,0,0,0,0,0,-2.1140226628895187,0.4135242971470745,-2.8807157057654074,-0.002694192878242019,-0.4500228990153423,1.1669274908711529,1.2025193798449612,-0.03559188897380827,-1.006786232680287,3766,-132850,1491908,-30115,98275,286196.8,1876392,445408,1430984,5959.0,3273.0,2686.0,0
EUROPE WEST,79,68149,41.0,37.0,80.0,200,18111,149.0,117.0,1100.0,98,157162,97.0,64.0,100.0,15,48735,229.0,206.0,534.0,101,1744031,563.0,503.0,1025.0,114,84,887,147,350,2,13365,46.0,30.0,21.0,131,53789,370.0,309.0,1130.0,238,75298,721.0,646.0,1256.0,30,1078747,421.0,397.0,125.0,267,43701,409.0,392.0,503.0,-1,16,114,-1,147,1,0,1,0,0,0,-0.4252252252252253,0.07609327026802748,0.39952592879256965,0.05119708493311492,0.075916947295817,1.163969795037756,1.108793686583991,0.055176108453765194,0.035501601212860744,54784,-35678,81864,-1030012,1700330,154257.6,2036188,1264900,771288,2839.0,3035.0,-196.0,0
EUROPE WEST,24,338794,228.0,156.0,1068.0,234,47919,310.0,268.0,859.0,517,146227,721.0,645.0,1272.0,523,50262,159.0,109.0,823.0,432,1342510,612.0,549.0,1192.0,-1,141,114,62,15,85,16349,13.0,4.0,66.0,64,1423091,218.0,180.0,759.0,84,174003,686.0,619.0,1255.0,429,631451,227.0,162.0,1221.0,888,40908,407.0,372.0,888.0,107,200,-1,350,62,1,0,0,0,0,0,-1.7884615384615385,-0.05439469320066337,0.009590362049316736,0.05748102842904057,0.020668076855279383,1.1754487550665895,1.1600598354525056,0.015388919614083951,-0.35102335286571307,322445,-1375172,-27776,-581189,1301602,-72018.0,1925712,2285802,-360090,5214.0,4189.0,1025.0,0
EUROPE WEST,48,121788,58.0,29.0,90.0,234,45732,721.0,645.0,1272.0,517,182353,344.0,319.0,486.0,523,71964,21.0,20.0,9.0,526,44842,300.0,294.0,515.0,-1,-1,114,246,163,150,33104,197.0,145.0,1075.0,876,333585,58.0,58.0,33.0,103,331856,394.0,359.0,860.0,15,1625,18.0,16.0,59.0,40,1286759,37.0,37.0,47.0,26,119,114,429,555,0,0,0,0,0,0,0.6413793103448275,0.11782945736434103,-0.019123130255586318,-0.07499999999999996,0.020408163265306145,1.1048201989288446,1.1447154471544716,-0.039895248225626956,0.1370987601437777,88684,-287853,-149503,70339,-1241917,-304050.0,466679,1986929,-1520250,2372.0,2074.0,298.0,0
EUROPE WEST,84,1511838,385.0,334.0,798.0,254,33737,575.0,538.0,874.0,142,15684,397.0,351.0,959.0,81,36440,344.0,286.0,1066.0,89,191313,301.0,266.0,755.0,113,16,119,23,200,122,665445,962.0,916.0,775.0,887,10502,61.0,43.0,543.0,103,88030,721.0,646.0,1256.0,222,216072,23.0,23.0,41.0,53,819037,483.0,431.0,1013.0,15,-1,141,429,350,1,1,1,1,0,0,0.10247627016708938,-0.34983141696204734,0.014955059846700758,0.2027972027972027,0.010929295396263194,1.127887323943662,1.0927634774162214,0.035123846527440605,-0.0037347177509582607,846393,23235,-72346,-179632,-627724,-2014.8,1789012,1799086,-10074,4452.0,3628.0,824.0,1
EUROPE WEST,887,49372,962.0,916.0,775.0,64,705226,762.0,731.0,907.0,103,95711,259.0,224.0,745.0,29,9302,186.0,148.0,862.0,16,118053,530.0,489.0,941.0,895,429,119,39,55,166,114292,506.0,471.0,720.0,60,185827,196.0,150.0,723.0,238,75298,721.0,646.0,1256.0,15,257988,26.0,11.0,75.0,37,3001,178.0,127.0,871.0,350,62,-1,122,24,1,1,1,1,0,0,-0.024091638157223816,-0.2642590059279526,0.04015092879256965,-1.106879606879607,-0.31773022237251003,1.0761562998405103,1.1580071174377224,-0.08185081759721213,-0.33456190890894477,-64920,519399,20413,-248686,115052,68251.6,977664,636406,341258,4230.0,3645.0,585.0,1
EUROPE WEST,92,380630,131.0,82.0,739.0,234,133688,541.0,485.0,912.0,7,254923,684.0,619.0,1224.0,119,60934,744.0,678.0,1315.0,25,21444,34.0,34.0,28.0,429,77,55,-1,114,58,71076,237.0,183.0,1011.0,78,2671,147.0,114.0,978.0,517,146227,721.0,646.0,1256.0,15,233841,1089.0,1035.0,1008.0,29,44545,414.0,398.0,942.0,-1,84,429,62,157,1,1,1,1,0,0,0.3024790083966413,-0.1740097666847531,-0.011090993663003923,0.04517121969988458,-0.04020100502512558,1.124341412012645,1.0976430976430978,0.02669831436954717,0.02446969254472866,309554,131017,108696,-172907,-23101,70651.8,851619,498360,353259,4218.0,5195.0,-977.0,1
EUROPE WEST,150,138519,8.0,10.0,11.0,131,41491,320.0,276.0,891.0,35,5393,721.0,645.0,1272.0,360,15711,265.0,240.0,586.0,888,37798,19.0,17.0,61.0,157,29,114,119,-1,166,25163,110.0,59.0,1057.0,234,14053,330.0,304.0,604.0,30,422126,147.0,104.0,727.0,15,233841,1089.0,1035.0,1008.0,37,526651,226.0,178.0,1007.0,141,60,113,235,39,1,0,1,1,0,0,-1.0644067796610168,0.07389397406559883,-0.2956320810971975,0.05199275362318856,-0.15201586252478516,1.122053872053872,1.1321428571428571,-0.010088985088985147,-0.27723359911884243,113356,27438,-416733,-218130,-488853,-196584.4,238912,1221834,-982922,2821.0,4403.0,-1582.0,1
EUROPE WEST,141,821457,418.0,381.0,886.0,62,48878,335.0,271.0,1007.0,7,3956,160.0,117.0,855.0,360,27986,546.0,499.0,1011.0,111,129619,552.0,498.0,1074.0,163,107,28,78,40,150,5706,166.0,119.0,767.0,200,27450,265.0,209.0,1152.0,35,5393,721.0,646.0,1256.0,15,14729,298.0,249.0,939.0,16,118053,530.0,489.0,941.0,429,777,-1,101,350,1,1,0,1,0,0,-0.2978451223008889,-0.031780222108441336,0.2514222963139372,-0.10259877184087052,0.02458915416266283,1.1387315968289922,1.1565420560747663,-0.01781045924577418,-0.031242533154720142,815751,21428,-1437,13257,11566,172113.0,1031896,171331,860565,4833.0,5055.0,-222.0,1
EUROPE WEST,150,46571,649.0,602.0,810.0,59,4222,441.0,376.0,1083.0,245,962871,31.0,38.0,78.0,15,418175,544.0,495.0,1187.0,43,1673210,807.0,770.0,1008.0,555,119,78,517,7,92,717075,261.0,186.0,1367.0,234,66658,357.0,326.0,620.0,105,31221,721.0,646.0,1256.0,360,147644,144.0,122.0,645.0,111,100885,695.0,646.0,677.0,76,119,429,58,-1,0,0,0,0,0,0,-0.3251527167506163,0.0777803158856547,-0.30030959752321984,-0.08133796986256003,-0.027799445136906353,1.083735203857957,1.1308411214953271,-0.04710591763737004,-0.13136388267752958,-670504,-62436,931650,270531,1572325,408313.2,3105049,1063483,2041566,4166.0,4565.0,-399.0,0
EUROPE WEST,150,59554,281.0,227.0,941.0,64,705226,762.0,731.0,907.0,90,4799,277.0,273.0,749.0,523,131321,20.0,10.0,28.0,44,1985368,413.0,369.0,926.0,43,895,888,777,163,68,92341,220.0,181.0,729.0,119,363818,2.0,3.0,11.0,7,254923,686.0,619.0,1255.0,234,45732,721.0,646.0,1256.0,40,127199,159.0,149.0,419.0,-1,107,62,429,-1,1,1,1,1,0,0,0.02241584929539764,0.3757409940720474,-0.09358708066300969,0.8839009287925697,0.052127098452192655,1.0888198757763976,1.118898623279099,-0.030078747502701342,0.24811955798983956,-32787,341408,-250124,85589,1858169,400451.0,2886268,884013,2002255,3551.0,3670.0,-119.0,1
EUROPE WEST,516,13532,131.0,82.0,739.0,5,135274,541.0,485.0,912.0,103,112162,616.0,559.0,939.0,15,8668,452.0,386.0,1094.0,40,81892,154.0,127.0,387.0,72,114,119,-1,429,887,2509,428.0,381.0,617.0,76,83288,108.0,79.0,529.0,238,75298,721.0,646.0,1256.0,145,386109,544.0,510.0,764.0,53,100076,881.0,849.0,749.0,107,895,28,-1,92,1,1,1,1,0,0,0.4742013955572628,-0.25162469006916344,-0.014131271565212211,0.10431778929188251,0.1749070235478516,1.155582672361196,1.0880324543610547,0.06755021800014127,0.09753404935252426,11023,51986,36864,-377441,-18184,-59150.4,351528,647280,-295752,4071.0,3915.0,156.0,1
EUROPE WEST,102,22106,498.0,463.0,795.0,234,98042,236.0,177.0,1107.0,127,97394,299.0,270.0,702.0,145,56203,452.0,386.0,1094.0,555,279308,497.0,456.0,893.0,119,895,429,131,114,777,697691,297.0,248.0,1232.0,78,46090,541.0,485.0,912.0,163,89250,721.0,646.0,1256.0,15,14575,146.0,111.0,829.0,37,613981,530.0,489.0,941.0,104,429,-1,84,58,1,0,0,0,0,0,-0.12198669267748907,0.21786941580756003,-0.008691663800022953,-0.14433085935676626,0.006067699924658054,1.1312785388127853,1.1293582617483577,0.0019202770644275446,-0.01021442002041204,-675585,51952,8144,41628,-334673,-181706.8,553053,1461587,-908534,4591.0,5170.0,-579.0,0
EUROPE WEST,126,77143,156.0,129.0,1086.0,163,22709,194.0,149.0,447.0,268,74488,357.0,278.0,1428.0,429,421534,153.0,104.0,458.0,32,30271,138.0,115.0,1108.0,350,35,77,86,119,150,34918,289.0,240.0,992.0,62,113150,762.0,732.0,890.0,517,146227,721.0,646.0,1256.0,15,418175,544.0,495.0,1187.0,78,7768,6.0,5.0,32.0,887,895,107,119,-1,0,1,1,1,0,0,0.005135658914728669,0.26102981626141486,0.16807359066307326,0.3721639471639473,0.0,1.287741935483871,1.0963172804532577,0.19142465503061334,0.16128060260063282,42225,-90441,-71739,3359,22503,-18818.6,626145,720238,-94093,4527.0,4357.0,170.0,0
EUROPE WEST,23,97332,142.0,98.0,763.0,234,114857,465.0,409.0,1051.0,147,13438,327.0,274.0,675.0,81,110905,350.0,291.0,717.0,432,663416,490.0,457.0,695.0,777,119,114,107,141,164,278209,582.0,545.0,596.0,62,94830,58.0,58.0,33.0,115,26443,147.0,104.0,727.0,163,89250,721.0,646.0,1256.0,99,81187,678.0,651.0,629.0,26,39,-1,119,429,0,1,0,1,0,0,0.38108968357985407,0.13691931540342295,-0.22003088152723205,0.08665006968604039,0.030735411267634127,1.1602354480052322,1.0908183632734532,0.06941708473177899,0.0830727196819439,-180877,20027,-13005,21655,582229,86005.8,999948,569919,430029,3901.0,3241.0,660.0,0
EUROPE WEST,238,3894027,254.0,217.0,803.0,59,25615,137.0,87.0,1030.0,516,131882,625.0,578.0,858.0,222,15827,213.0,195.0,763.0,117,20531,437.0,395.0,874.0,24,350,40,163,119,23,97332,142.0,98.0,763.0,62,1048,7.0,8.0,10.0,517,146227,721.0,646.0,1256.0,15,275276,544.0,510.0,764.0,37,613981,530.0,489.0,941.0,28,-1,429,350,114,1,0,0,1,0,0,-0.2784726793943384,0.6997126436781609,-0.03478419231469676,0.02564102564102555,0.02248453314695431,1.1317934782608696,1.1102227298686465,0.02157074839222317,0.08691626615142112,3796695,24567,-14345,-259449,-593450,590803.6,4087882,1133864,2954018,4328.0,3734.0,594.0,1
EUROPE WEST,122,209271,815.0,767.0,929.0,64,274184,33.0,14.0,75.0,147,173612,413.0,378.0,623.0,119,18117,269.0,215.0,687.0,888,108166,30.0,23.0,67.0,517,39,200,107,30,6,988172,240.0,175.0,433.0,76,83288,108.0,79.0,529.0,163,89250,721.0,646.0,1256.0,523,4124,129.0,88.0,677.0,497,779531,439.0,412.0,584.0,-1,107,-1,266,-1,1,0,1,1,0,0,-0.30884708511827164,0.9900542495479205,-0.02350647861483779,-0.2147463002114165,0.2388138455044322,1.1166785969935575,1.1692857142857143,-0.052607117292156724,0.13635364622156537,-778901,190896,84362,13993,-671365,-232203.0,783350,1944365,-1161015,2381.0,3479.0,-1098.0,1
EUROPE WEST,23,38928,703.0,664.0,927.0,200,64426,4.0,2.0,67.0,134,88427,147.0,104.0,727.0,81,142548,506.0,486.0,468.0,101,10869,619.0,616.0,576.0,107,119,92,15,517,166,94954,131.0,107.0,346.0,121,73775,170.0,144.0,604.0,163,89250,721.0,646.0,1256.0,429,105344,358.0,331.0,480.0,412,1419757,695.0,646.0,677.0,24,107,119,39,78,0,1,0,0,0,0,-0.16556412566152456,0.8194444444444444,0.2973624672541082,-0.04041873360436643,-0.07098126331872456,1.0571581196581197,1.1072572038420492,-0.0500990841839295,0.1679685578227874,-56026,-9349,-823,37204,-1408888,-287576.4,345198,1783080,-1437882,2765.0,3363.0,-598.0,1
EUROPE WEST,24,338794,228.0,156.0,1068.0,141,569079,333.0,273.0,1008.0,117,31453,176.0,148.0,972.0,221,10890,535.0,517.0,608.0,37,613981,530.0,489.0,941.0,114,429,119,62,27,122,665445,962.0,916.0,775.0,107,93543,90.0,77.0,175.0,7,503090,357.0,278.0,1428.0,895,7190,25.0,18.0,100.0,89,206696,160.0,136.0,629.0,350,15,60,119,200,0,0,0,0,0,0,0.4113201209271078,0.05094905094905111,-0.09498347268131435,-0.3540726413066837,-0.09262600745819793,1.1383449147188882,1.1185964912280701,0.019748423490818068,-0.015882589914007417,-326651,475536,-471637,3700,407285,17646.6,1564197,1475964,88233,4597.0,3107.0,1490.0,0
EUROPE WEST,67,77082,18.0,16.0,59.0,62,18356,315.0,281.0,794.0,157,3360251,650.0,588.0,951.0,147,31554,629.0,586.0,949.0,32,13158,881.0,848.0,765.0,350,119,895,7,42,150,12618,143.0,124.0,720.0,78,12753,251.0,193.0,1137.0,163,145220,258.0,235.0,602.0,429,39954,711.0,685.0,491.0,888,46577,423.0,389.0,812.0,39,555,141,76,119,1,0,0,1,0,0,-0.02822580645161299,-0.17952169343388702,0.00756983644521636,0.03542263521088174,-0.04848850463209975,1.07503234152652,1.09840098400984,-0.023368642483320157,-0.042648706572300334,64464,5603,3215031,-8400,-33419,648655.8,3500401,257122,3243279,3518.0,3762.0,-244.0,0
EUROPE WEST,141,821457,418.0,381.0,886.0,26,181540,143.0,85.0,946.0,163,39717,538.0,517.0,561.0,221,20465,170.0,135.0,605.0,111,26948,136.0,114.0,834.0,39,78,119,131,429,777,135357,593.0,537.0,1033.0,80,21380,61.0,43.0,543.0,268,21624,300.0,260.0,772.0,895,7190,25.0,18.0,100.0,350,34179,30.0,23.0,67.0,84,78,38,421,42,0,0,1,1,0,0,-0.007170193111335932,0.26374829001367983,-0.1132271983335813,-0.12962962962962954,-0.11136536994660573,1.140422077922078,1.145289443813848,-0.004867365891769948,-0.019528820201494535,686100,160160,18093,13275,-7231,174079.4,1090127,219730,870397,3832.0,2515.0,1317.0,1
EUROPE WEST,84,44465,592.0,536.0,1033.0,80,13726,211.0,173.0,724.0,55,290955,235.0,199.0,668.0,15,74986,25.0,18.0,100.0,555,84885,136.0,114.0,834.0,245,107,38,429,268,58,853608,284.0,243.0,772.0,141,821457,418.0,381.0,886.0,127,4593,300.0,260.0,772.0,29,4628,143.0,124.0,720.0,37,613981,530.0,489.0,941.0,429,28,119,78,200,1,1,0,1,0,0,-0.06424666789509237,0.1225403182983631,0.027058368766911478,0.23566308243727585,0.10913787536325459,1.1528846153846153,1.1189044756179025,0.03398013976671277,0.08603059539414253,-809143,-807731,286362,70358,-529096,-357850.0,509017,2298267,-1789250,3359.0,4091.0,-732.0,1
EUROPE WEST,887,51684,289.0,240.0,992.0,9,13691,410.0,342.0,1009.0,238,3894027,254.0,217.0,803.0,15,11941,151.0,108.0,766.0,40,55713,437.0,395.0,874.0,107,517,117,119,163,516,592247,405.0,318.0,978.0,200,5342,304.0,251.0,739.0,127,4910,616.0,559.0,939.0,895,7190,25.0,18.0,100.0,44,117372,393.0,343.0,1032.0,114,42,39,350,35,1,1,1,0,0,0,-0.0694182389937108,-0.012324969129330565,0.06853911280017821,0.0092592592592593,-0.03944348082813609,1.183563748079877,1.170584284754869,0.01297946332500799,-0.008677663378347989,-540563,8349,3889117,4751,-61659,659999.0,4027056,727061,3299995,4444.0,3788.0,656.0,0
EUROPE WEST,92,103910,145.0,128.0,203.0,234,153337,123.0,96.0,1115.0,112,85963,324.0,294.0,674.0,166,24149,72.0,45.0,82.0,888,63877,425.0,402.0,413.0,163,350,555,29,221,79,17188,25.0,18.0,100.0,141,552541,305.0,280.0,80.0,45,16006,356.0,346.0,266.0,119,56843,176.0,160.0,412.0,235,1713362,467.0,425.0,742.0,111,200,131,76,350,1,1,0,1,0,0,-0.25607638888888884,0.1919642857142858,0.07313908222248422,0.5,-0.04160959906350614,1.1284974093264248,1.081366965012205,0.047130444314219755,0.09348347599687501,86722,-399204,69957,-32694,-1649485,-384940.8,431236,2355940,-1924704,2487.0,1600.0,887.0,0
EUROPE WEST,875,377531,22.0,12.0,95.0,27,2472,330.0,303.0,620.0,517,19884,29.0,23.0,43.0,163,22262,25.0,18.0,100.0,350,124936,280.0,248.0,623.0,114,421,31,84,777,85,53368,107.0,77.0,549.0,200,11690,123.0,96.0,1115.0,39,150767,221.0,180.0,532.0,119,639365,358.0,331.0,480.0,22,44592,485.0,462.0,654.0,114,1,147,887,429,0,1,1,1,0,0,0.44372294372294374,-0.1921410891089108,0.033091787439613496,0.3073178919100368,0.07924870828096653,1.1357615894039734,1.1291448516579408,0.006616737746032664,0.13424804844892996,324163,-9218,-130883,-617103,80344,-70539.4,547085,899782,-352697,1481.0,3330.0,-1849.0,1
EUROPE WEST,221,104331,25.0,18.0,100.0,163,93190,11.0,8.0,74.0,39,113062,10.0,2.0,85.0,75,147319,2.0,3.0,11.0,350,124936,280.0,248.0,623.0,42,84,114,55,887,23,94291,237.0,183.0,1011.0,131,55212,127.0,114.0,499.0,157,3360885,650.0,588.0,951.0,147,32122,413.0,390.0,602.0,59,3762,359.0,336.0,411.0,141,7,78,111,119,1,1,1,1,0,0,0.09380692167577398,0.26096491228070184,3.8945578231292517,-0.39230769230769236,0.060579877112135305,1.1756272401433692,1.1086281812538796,0.06699905888948954,0.7835203683780341,10040,37978,-3247823,115197,121174,-592686.8,582838,3546272,-2963434,893.0,3474.0,-2581.0,1
EUROPE WEST,39,30394,226.0,167.0,1073.0,104,22801,18.0,16.0,59.0,7,41664,441.0,377.0,1067.0,15,84662,347.0,322.0,894.0,350,98269,701.0,659.0,829.0,2,98,203,119,114,10,9442,100.0,46.0,100.0,35,1400575,405.0,369.0,666.0,157,80708,686.0,619.0,1255.0,777,63388,25.0,18.0,100.0,60,6696,359.0,336.0,411.0,245,24,28,111,98,0,1,0,0,0,0,-0.820619630304608,0.027439024390243816,0.06152217789452474,-0.3112491373360937,-0.004719452272563096,1.1245944192083064,1.1347262247838616,-0.010131805575555264,-0.20952540352569926,20952,-1377774,-39044,21274,91573,-256603.8,277790,1560809,-1283019,3922.0,2532.0,1390.0,0
EUROPE WEST,79,75538,703.0,664.0,927.0,254,35904,589.0,538.0,1112.0,163,31011,794.0,760.0,727.0,157,11556,444.0,403.0,795.0,117,118223,701.0,659.0,829.0,92,-1,78,17,126,150,22103,25.0,18.0,100.0,238,49640,456.0,415.0,668.0,268,11524,441.0,377.0,1067.0,236,100700,276.0,227.0,701.0,267,230461,485.0,462.0,654.0,350,78,119,429,107,1,0,0,0,0,0,-0.33015394912985263,-0.003999641689434341,-0.12502443110428585,-0.1141220581322897,0.013949378896268128,1.068452380952381,1.1227484989993328,-0.05429611804695189,-0.11187014023191888,53435,-13736,19487,-89144,-112238,-28439.2,272232,414428,-142196,4390.0,3190.0,1200.0,0
