SERVER,BSUM1_ID,BTOP_CHAMP_ID,BSUM2_ID,BJGL_CHAMP_ID,BSUM3_ID,BMID_CHAMP_ID,BSUM4_ID,BBOT_CHAMP_ID,BSUM5_ID,BSUP_CHAMP_ID,BBAN1,BBAN2,BBAN3,BBAN4,BBAN5,RSUM1_ID,RTOP_CHAMP_ID,RSUM2_ID,RJGL_CHAMP_ID,RSUM3_ID,RMID_CHAMP_ID,RSUM4_ID,RBOT_CHAMP_ID,RSUM5_ID,RSUP_CHAMP_ID,RBAN1,RBAN2,RBAN3,RBAN4,RBAN5,FIRST_BLOOD,BCHAMP_KILLS,RCHAMP_KILLS,FIRST_DRAG,BDRAG_KILLS,RDRAG_KILLS,FIRST_HERALD,BHERALD_KILLS,RHERALD_KILLS,FIRST_TOWER,BTOWER_KILLS,RTOWER_KILLS,FIRST_BARON,BBARON_KILLS,RBARON_KILLS,FIRST_INHIB,BINHIB_KILLS,RINHIB_KILLS,WINNER
EUROPE WEST,vM-iaomCOVk76ms3LsaABOmw_iEiLlmuo3UZUrXZBeyU_R0kPZxZOTTT6g,150,ktSVYZL7ADczCtJLASGBPViI9cVwqEO8TqRV5HVlysWvg_JZnrzwQyVXzw,163,acMBA1jvCGkv5uDlXQu7SCJ1j15mOt7-NzrohiRsaqfIy0w,157,xtU9bB7zjR_LTlMviDFZpYRMt6ttA9LcV81GjevYhoFxRvgK,29,1J38DkdC4cXFcyuuTV_pkFCmIc-ys9qpFOilz519sw2WdaY,350,-1,77,17,78,555,0KY-2eE97AiPMG7Nrxqpjk_g7OUUyvkBSIH1e95H5VGb_kpE,887,uazA6iE3i4IZx9-B5ClRWbFWn4k_Js6YEv4bF59VZOe_LpPWOZ9R24E70g,131,vHBol6qOV4BDCq8G_QLyK9zWaEPhwEFlZfhbIFuKKZyFvac9,517,nqCmhAHcitFH2xiz3aYdp8cLix6_ZGzBWsJUxqBW2dbmwYfBaVeIIkGLcg,429,p-5qS4XK3psvVTil7ZzxryOXRF0x18JkyUcGOJ5XsaSEGx_gfYi1oTDNHA,888,84,895,119,141,245,0,31,9,1,0,2,0,2,0,0,9,0,2,0,0,0,1,0,0
EUROPE WEST,j0zChBATB4uedp0SPHorE0RlAKbEsiCxILtdN_yk_0Aazp9J,80,WCcraRJ8siFOsMPHQULiTNs61kWxmQBCJlX1QK66rxPy9Fgb,254,1wM0omiBgx2JAvRo17PpKClVbgEX3rY85-HHZxrdQt-4aoAy,115,fCV1FQO5QX4SIvQxBKro2YZwTEWiRu20Ul2e4laFYvbeob4F,157,6RWHaumZT13Fd1j8IjEbONqrkKluPnkp69iap8IASrxHA_k,50,119,79,29,429,7,0KY-2eE97AiPMG7Nrxqpjk_g7OUUyvkBSIH1e95H5VGb_kpE,15,jhpCuvT9WWRPBQdEBPbizkcR8jbPUKgsA4CwQg2qxJm8oQmQ,234,6v9kW5Vdc1Bgx6jD5A4Z0wBxhZZAk344OErO55sA30bdr9c,517,lYpv_mxknj_F9nkZyD68ymE6qbr3wRjOtPxXzMk3vvLKEPE,81,TFrqUhhsR6ihU8X1n5cqviWKTLRFINR_b-ePdm3TXIJu7lo,43,895,107,887,555,350,1,34,40,0,1,3,0,2,0,0,7,9,1,0,2,0,1,2,1
EUROPE WEST,phRNwx4Q7WqBKzL5laiQsRGbPkP_2HcL5xfSgzAPpn9dXiGf,2,IvINpnuL02ys04L81Fgy9maLE28VjCQIHCxdN58JN0I1kWI,238,0OrvdaLZyVdLe0-h9tAjWrSz6jvmvVEdZuO69rcPXOrUevOhu8hccBvFKg,268,7TuseBeL0rqTFLP9keTDPSrPcHm2PvtEABPTNJgeGyK478U,81,BgQkm6Q92fAKxlwYUW3jcNCXMut75xUL-73sncTnaRCcEUM,497,888,119,350,-1,106,j0zChBATB4uedp0SPHorE0RlAKbEsiCxILtdN_yk_0Aazp9J,80,WCcraRJ8siFOsMPHQULiTNs61kWxmQBCJlX1QK66rxPy9Fgb,254,exrBVs0ggL0a8LGtgr8wMzlPvIzVLAk7TKHGdVyT-d78gbtfdt-nSi2Y9w,163,0KY-2eE97AiPMG7Nrxqpjk_g7OUUyvkBSIH1e95H5VGb_kpE,15,ZQVrXTDsZaazc90SeMqbIl2EYEZI1i0Iwbs6xlxA97rOod0,37,79,141,29,246,-1,1,27,20,1,0,3,0,2,0,0,9,1,0,1,0,0,1,0,0
EUROPE WEST,SmcFgTlZvdOuNyOdbeninj9TGAyANucTfVFLVivpSm-UoXg,150,6pUJoHBk5WH2FlCQkvgdAIk_Yza0ZCIW_pKavWjapSTipwo,163,vv-7BHz1XA9Nbf7mOhyyEUNdmmFpi1PGm2ePslXFtbxjcHsY,166,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,81,_-jrBkpDnKW_1-FRSzZenQFmzjIV4f0wKSmtjvhjTxrch2Xv50UqBips4Q,555,119,112,-1,268,429,jRMfcOEkbFouFtZQaV6mEPYUN0A0R-ZBGKD-5B6vdPA4ok4,86,_--xoDpCKbKpKkeGXVrLW1CWWMMNxEw4tSr37Kp7R1EfGGs,77,-e-W712E22ObJFMUk67D3f7vAQZ4kXNBph4NFkhswYKIuvg,61,Uzwd7wpu20mHBnc9ozWUoJZHNTXnhXjSeXTQl4iF91M6IDQ,29,wQpMnaVY8ql3Y7T6ZQKpMs6-ZBfRqaEx5d_u1x9ZwHGdVjo,888,895,200,119,107,164,0,37,41,0,4,1,0,2,0,0,10,3,0,1,1,0,2,0,0
EUROPE WEST,zooT807JupcUQM_ANm9Gw5c9SBW_Whr0-sTDBFZqaNdHPSYKZiIm2IZHmA,41,4gNpEZdV0WnaY9JhVjdAh_LX0n9QKLGdzPmyQILdUfA_rc8,234,Jg1j09bokAvG2pIH0SzTijxO3EvNBFsBAGHeF10SvHy3b_dE,163,8plo74D7n-typURnlWDWwAsua0xdrV4BLQJclajhkGcsWQw,222,s2ApglZoWXD_VW5kcM9QQnf3qM3SNxSjhoj74AzYq3Zem0c,497,141,166,40,350,84,u7soxFTH50ItUxluX9J6XTfo7dwFlNGsluk62ip3Ac86-Wk,516,MeTyZLQK0I1Vvw2wTJwomCApq-EwL-HdF5ZVORkV57NXzT8,78,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,13,YCTpkv3NhoqCZozVcbjo50scZf5RRr8Oeg-yoHUkAiptQsM,81,oIVAMaNkewIQQPvb7MhWtHFWUxPXQ2sqnsaHpFfD1mtnHamM,111,166,350,114,421,895,1,29,41,1,1,3,1,0,2,1,6,8,1,0,2,0,1,1,1
EUROPE WEST,GPXg81h5Hn3Vz-8rHAXerYtR1jFlyAZUYjWXrYm_YRlEKBqX,79,Z_c7_cClPeStHCs4aR4EZqxKZRYtI6eCv3DIuqde0JCfyVU,59,Ex8bjy7LrKxLFOREkfoP4zWxqoGLlMfBDEarookUAG3e1oI,13,pDvX-IvC8_7dK2L-Mn2f_TVNzl37BrV0L7fHJr5hViBKvYY,429,njUMSbHu82co3RNUgT0PXspK728D3AOsrLBFtM0xQ9YHuzo,111,131,119,16,350,777,q3EP9ck2KGDv8yrqj5SdPCaKkdzzRy5jXjrX8DqlPNMraEVb-Z2zc6mklA,517,1LB931dEbeMiscrbz2xogobuv1aAGMA9cp7adgLnS_xi7Ms,62,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,84,Htyl9gkupqG4ZLs7HQf85A0l9FKZVkkCM-U_fsz2fk2CJVs,96,oIVAMaNkewIQQPvb7MhWtHFWUxPXQ2sqnsaHpFfD1mtnHamM,888,166,895,350,421,53,1,23,46,0,1,2,1,1,1,1,3,9,1,0,1,1,0,2,1
EUROPE WEST,BG78RasS3wZMkhIrop4ElwxaRAfdgFtnucHArrwC-QQmfnu8E02Q07XKow,240,Z_c7_cClPeStHCs4aR4EZqxKZRYtI6eCv3DIuqde0JCfyVU,200,7nywNCOnXyibsU3cz-I62uZN3w2b5JtbfA4vE9_bWPShRBg,55,QnzuDbakmZQeGXET-4ZBkd6WxP1wTWk4cB469raouOnJXWiAUhwLcEkb7w,81,Kp31eoRxldVqAMRh_aUXI_Im0LYIbl7tH21VavYgEfV8kUGw,43,119,166,777,429,67,vM-iaomCOVk76ms3LsaABOmw_iEiLlmuo3UZUrXZBeyU_R0kPZxZOTTT6g,887,0WuwhLRTXhFKUxH0b2GGujDtPgvh1-PuN6RFYU1DJIjFk8of,48,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,84,pDvX-IvC8_7dK2L-Mn2f_TVNzl37BrV0L7fHJr5hViBKvYY,523,6VeS6yBOFrE68TNpNFD4wPZhKOOTzoBmhwXDCnCj5ewrS7T5,497,62,17,119,350,107,1,9,20,0,1,1,0,1,0,1,1,5,2,0,0,2,0,0,1
EUROPE WEST,khhSxpf1Z-fKahomLMHOYylCIupdYjMxa0K46wb3cbPfeXM,245,11xjXFkLwvUPtXSFboyBeYNcDb9KZtpyEiM-ZDSE-meYvpQ,234,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,163,BQQcK9L7G1olSLkiCTJ1lAa78fV4kwziPt0Gmnbs7uo6PTo,21,y3_IM4zPNvKXDiMe0FLZQckEoUb-hJJHbH4AAmMkAKrCMtuL,40,119,887,62,350,888,t6vzJOdTrnFlbjiysfDD7eKSyUEC0z27laUu_qlZHythn8Y,24,x5abJKS1hVvsDPUljvYPqJiRozuRAUIt6SzldgiDYtfSha4k,78,_o_3E5f4P_CY9ztsrbdkUPwVCg7hJ7TSAXHiEEsevv1bdVbI,268,Htyl9gkupqG4ZLs7HQf85A0l9FKZVkkCM-U_fsz2fk2CJVs,16,opmyZSdhJCCKnIUFzggmmXG4wOAyMVfGB7mBN_m80WF3Tho,555,55,119,122,84,888,1,18,33,1,0,2,0,1,1,1,1,4,2,0,0,2,0,0,1
EUROPE WEST,lz7z9m2ZwFuDm0kSa-6SYXtXLFTLLLlWizzRxSyCgh-Msk0,23,wzn8gn90h5GCcIL5Ej4j9xg8d_lJom85EzWIdF8Qx0oGcBkphYw1fLACKQ,234,WVQigvHl92oNxsGO12sv5DNvWDgsg3U-TquW9WnNYbIhlf4,517,vs1FQyH49uVs6JKFnOgtzNqUEJuX6ztDmOF29_C1U1Arz5Y,21,4itbBHHnxecZmRajjGb8mIZdeb-dRfvkI1zcUrEFbb0YFAXA4iIejUuyjA,111,119,350,24,166,268,xPd3PTaN8ILFRVPeGlFYvVN4ypgn1R4sGbbGRNEpZ5GRYGc,113,5ZNHE_qXsqOK3W_UF_UsOTOJvVtReDdO-jpIUXE5Zt6xa2A,101,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,62,oIVAMaNkewIQQPvb7MhWtHFWUxPXQ2sqnsaHpFfD1mtnHamM,147,s2ApglZoWXD_VW5kcM9QQnf3qM3SNxSjhoj74AzYq3Zem0c,555,-1,84,887,421,40,1,37,27,0,3,0,0,2,0,0,8,5,1,0,1,0,1,0,0
EUROPE WEST,jEKBmC8ROMSFH1N5YJ036gYwSE3keJhGayd8pRzhKgx7wlOf,82,1c_HJcrOm61XaLOX-a0Es_SISoXbiXD0OwE9sdcg3mCQTXNkaS5tENFL6w,421,an5tMnZLLgwU51wUDNhGO7paLLHeGqPqeCEiEgcW_QFzWOVtY1OqrdM-Eg,7,dKxTm2-cH0OmJDaGnxH0IMIvnb6RShQmsMVZKt70CGdCq5_NKEpZ3dyjIQ,523,HFwAPvfUZTHL0R4vTeeKCmzcVa3s3V2cnHQprU4E4vYzY5c,117,163,777,429,62,555,ljulKeuEoNH6lAuKXRsg7korf8EzHBePSt2XdC_PgoGwfaA,41,vnAMUGTQrUGoqioDxIBf5E_xAdgCuQ4elGx928_ViSLd8Ms,131,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,895,pwYZFoS32B6zPn0xvKU9yMwIpIYi9gyTZHdIK33Eh1Nmumk,147,X_pa7lUCrVFFwWp-qpcKtI0TcJf-FeQRxoe2Y72L20wxIf0,235,267,350,119,78,141,0,26,3,0,1,0,0,1,0,0,4,0,2,0,0,2,0,0,0
EUROPE WEST,d2_irpKZ7qKnf6bf-X7_XHXPyU2OvACuUQzQJVmSjqbLzLYQu9LV3d2SwQ,85,NABn9ie0fh8ed3WY6DA6NHcprWp5ILZb5mSYWomAZzvEyKNgci3Bkknclw,11,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,895,_o_3E5f4P_CY9ztsrbdkUPwVCg7hJ7TSAXHiEEsevv1bdVbI,147,ZCHr8rokYRXJMJIUWzFcIehrJs6jShr0Zkc3aFJZ4xEiTfE,497,121,67,429,53,777,ncbODWlghPYv_4gb9UcjC6KouDOcw4hixMXd-tZ4fABgGWg,266,5Xc_TLr23qBT8bIfkAw8l7h55AoisvvuCNb2eK7AIXkKc20,62,-e-W712E22ObJFMUk67D3f7vAQZ4kXNBph4NFkhswYKIuvg,163,b2JnKhqzp5841biNV3H6iEMedsIC4ufbx4eLKVO32Nhm6-k,145,Ai41hi4b8YOMXB-pODF6esdXnn4MtEa6LMB2NKugpFpahSce,555,350,107,39,119,15,0,44,31,1,2,1,0,1,1,0,10,3,0,1,0,0,2,0,0
EUROPE WEST,Gb_S4Qt06J7Vu01jy68LYtQMa-n0nBn5TZNGUdNnJNJYYFU,238,1c_HJcrOm61XaLOX-a0Es_SISoXbiXD0OwE9sdcg3mCQTXNkaS5tENFL6w,421,ZL0ci8t8wjfYUwjvyXZfdk1BtniZ6vO6uAJtEHb-CHWof2A,134,FbP9Ac5Eqs_u0vq8mROZjNiNOKCiOzh_0P1FpKYJmiLeN_g,236,-dukAc2sY-7lmh8ON6IiZAAu3-T-SGlN_k_E6oFRn85natw,267,62,-1,429,119,117,V9aM-cenaYTaViAv-_A8CjshFPPPDIaPCSqXD19CGZ0jYH6i,266,EWxmHiyGmCHyzSx0ZNtNeR9tcb7O0dz7Sk6hZjroqWt_CnHX,131,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,895,1JslbX2xT-xKuqetRcowUlgCMyx8yJyPTyKZ0sE_ZFHaSONGAGrifvOEzw,221,jsIBkm1tXLlNc8AFsNrMP09k-k4QuJjqxZAJox7gOZUvAVQ,44,119,-1,350,15,163,0,14,24,0,1,2,0,2,0,0,5,11,1,0,1,1,0,3,1
EUROPE WEST,CSYTzWy-o3TgT6lECPQR90TX_WyGSjoCeeECBvJzJAcL4ARolC0v8Ho3gg,150,tbGRrjsLq6UPegbTYM9zsFxwLShUJrqfYCfczA-NX2IP2b4,104,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,134,R7FFMg1W-8WJitcC4qKdXRucuA9Hg_3vDBXopOVO6nYPRCscBwWEjjvCDQ,221,fZ75lFSz2I_bgRiYgGVVlOh1BrPTlebYq8PYeSXOhJ24Ks-y,43,121,350,-1,24,236,Wcy7pQiq0E6Nm46KZHR14DgAA0h0SLPB0ubYMQ88ZHkdlmoWoWruy5f-wA,58,Op_xwviGDc-7q1Q1CaFKJAc-LOGBuATd3ZXX98z2QHh7h6UKrHfOIVp9Ag,131,DBht6W2UXWyZT3HK-Y-AzNM27NsgfE5x4QVWfb6XzK8kG-t0,7,NrjybUjHOKI8cvphZ-NUI6fhWVdfiR1YC3bw_y_arxhiytM,15,jsIBkm1tXLlNc8AFsNrMP09k-k4QuJjqxZAJox7gOZUvAVQ,111,-1,350,84,-1,76,1,33,36,1,1,4,0,2,0,0,5,9,1,0,3,1,0,1,1
EUROPE WEST,u7soxFTH50ItUxluX9J6XTfo7dwFlNGsluk62ip3Ac86-Wk,516,wzn8gn90h5GCcIL5Ej4j9xg8d_lJom85EzWIdF8Qx0oGcBkphYw1fLACKQ,80,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,84,NHEzktktk8wknoEBlRY9_RKIEbH_UJTdQg6v_c3YyC0hPA6X,236,5LpQtqe_RB0ohN-rNzqsjHcQZCnIFnQN5Nnk_i8XvuSXKiqQ,267,166,92,119,163,350,NO5LOqpuwWlNyfpR7ArfRHRGbxfn7MSNcyGe2zC27qZp4ez2,74,F66NXGYFavcAokjrfJpUel2USWZkq8NHqpJTd_G27IMtrFI,221,iyVMLxD9Xy93Q6BZNIKrv0hSx-2wyw4OwW2OGzhtIm0-jhKE,91,x6aAxxn9pWWX7MpKBMXrluVYTlNkqZQRtB-zuPKOADQOvtA,81,UZO-uGI6Vy_b99CQv5_gt0YsAUHeEFJglv0FpXzcE4gx148,111,119,163,39,421,429,1,52,34,0,4,1,0,1,1,0,9,7,1,2,1,0,1,0,0
EUROPE WEST,gMnvwYjAV83Dx-_wOsQt-ND0ktY2wMu6ooeoJl3jkzjtq1I,887,InKdUYIEOlxUb6tH3w63f034xPaaJtR-bGub16Z2cKYyLdJvWI9TjwoMvw,120,8AKRjNsHhV12k_KjxPEJbIU_A5X52xD_FiRx3ImvR8vJtywXDtkj3z9jlw,517,d4Ye0k7glS4s-QU4qaFKbjiY1iNU4ELp47y45M_Jy3UW_VQ7AYTc-Dwimg,81,nJ6Gh2_J7we78O-v6J0CA4lquLDHKUogFqyifW1Zx_2ojtIu,43,62,350,30,-1,-1,ylZfAMEFjH3xaXAHr4aUd-s7Tmz6fEW_4Y_NYRHAAxwQmRs,84,F66NXGYFavcAokjrfJpUel2USWZkq8NHqpJTd_G27IMtrFI,44,J-3Z6uBCxSEP0TR2CT3KvbXzhxDFzeNMQl3xdfWpF4dm154i,18,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,895,4itbBHHnxecZmRajjGb8mIZdeb-dRfvkI1zcUrEFbb0YFAXA4iIejUuyjA,111,113,141,107,421,350,1,13,28,1,0,3,1,0,1,1,0,10,2,0,0,1,0,2,1
EUROPE WEST,khhSxpf1Z-fKahomLMHOYylCIupdYjMxa0K46wb3cbPfeXM,245,6pUJoHBk5WH2FlCQkvgdAIk_Yza0ZCIW_pKavWjapSTipwo,72,tgedWJ-GHB2_kwdQoWKMz1HaP4mzHXYnQrvWD_VWrY9m,86,xtU9bB7zjR_LTlMviDFZpYRMt6ttA9LcV81GjevYhoFxRvgK,119,bFZPxrqCZOmSYuTbupCLgp0TY5x2z-KNkWU9NQ7yzpSHt8M,111,41,200,163,164,-1,Rv81snBd96PHDUu-DCbvHNr8ntE1lwIoX3HPHy7A6t-ppTw_,114,Iklcq93LZ0DHCbKgETXQMoACYlHsXkndKQGRg2_f8FGx7ZeR,76,Fegiw8bsO8zxrrqhJa8x6awi3TyO-EV6JXfJ9eXSpl7vEo-7osT1bA_dAQ,81,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,517,f-zPwao0raVB2Oqvwk1qZkXO33wqdrEgUzoJYOz84kM5PxrL2ePwzkK7xg,555,107,26,221,84,350,0,23,39,1,2,2,1,0,1,1,3,8,1,0,1,1,0,1,1
EUROPE WEST,V9aM-cenaYTaViAv-_A8CjshFPPPDIaPCSqXD19CGZ0jYH6i,41,gU0uVhsGhYvnJNIl0MRqVycxsvliEegMkzZf-xgL3zNr8zRZ,91,khhSxpf1Z-fKahomLMHOYylCIupdYjMxa0K46wb3cbPfeXM,245,8cG3393zV7xFJcW7dTSG3uiM_y585GHRYejyKhScFkrg4LtP,523,WVQigvHl92oNxsGO12sv5DNvWDgsg3U-TquW9WnNYbIhlf4,50,28,268,9,517,163,EPtxg49ln28AQozzO1lPDPP9U7q_iBf2ga-VWV77hU9KsznO,92,btw4WXa9eqrdAt9_7eVJXk6oBlg8EtcgtFsEGQIIBg3CTY-0,238,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,134,XBddmYuomuaFFc9sxC-EupwhFvjX-CFoOV-x19MLAN54NhA,119,0Fz116ZgFPFiyYLnCm7MvJMm_XITd4RBRn0uXDP0HujlONU,37,350,888,77,200,58,0,33,20,1,2,2,1,1,1,0,11,3,0,1,0,0,3,0,0
EUROPE WEST,l66zV0riNzQXaYY92KGYVvSbqAxyhg1yj1OJf76leZmEJpQL,266,CaqfcvprY1V7DVI5sfOJP5Vc3luQoyshL8AemHrvh43qUQw,60,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,246,0KY-2eE97AiPMG7Nrxqpjk_g7OUUyvkBSIH1e95H5VGb_kpE,81,NO5LOqpuwWlNyfpR7ArfRHRGbxfn7MSNcyGe2zC27qZp4ez2,40,114,-1,350,245,15,vM-iaomCOVk76ms3LsaABOmw_iEiLlmuo3UZUrXZBeyU_R0kPZxZOTTT6g,150,4gNpEZdV0WnaY9JhVjdAh_LX0n9QKLGdzPmyQILdUfA_rc8,131,IFqUmT24Tvc3HEj-QeGnF9asNmuvanxgXTgskalKBoJawMs,518,YYnE90RJfzypVDAO_Qt8syFQwCwhunwTWEfidwcucoFPqtc,119,6VeS6yBOFrE68TNpNFD4wPZhKOOTzoBmhwXDCnCj5ewrS7T5,32,17,141,887,163,517,1,39,31,1,2,3,1,0,2,1,8,8,1,1,1,0,1,1,1
EUROPE WEST,sd0c7E2fA3ymn7IAGwaYIAJ01ENqMwZci4MQxAQVz1fffIw,9,7OWYfPu6AKdMiauXRY8kimdk4ihwVhQfLZWHBSH9GB59ZxEJ,200,fCV1FQO5QX4SIvQxBKro2YZwTEWiRu20Ul2e4laFYvbeob4F,157,8plo74D7n-typURnlWDWwAsua0xdrV4BLQJclajhkGcsWQw,81,ZQVrXTDsZaazc90SeMqbIl2EYEZI1i0Iwbs6xlxA97rOod0,37,7,141,28,429,78,vM-iaomCOVk76ms3LsaABOmw_iEiLlmuo3UZUrXZBeyU_R0kPZxZOTTT6g,887,tvJGavPSFGDcn3J_9UzKvd5xAwDx5JkuXoDE3MWAMF5_6H0,131,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,234,YYnE90RJfzypVDAO_Qt8syFQwCwhunwTWEfidwcucoFPqtc,119,s2ApglZoWXD_VW5kcM9QQnf3qM3SNxSjhoj74AzYq3Zem0c,555,40,350,163,17,77,1,18,8,0,1,0,1,1,1,0,3,1,2,0,0,2,0,0,0
EUROPE WEST,7wyei-CDPFIc_kLcwjtrCYVkpcmNUfpe1VZO2wSF8_ILzUk,887,GIpe8eNF3r3JKTfFdpreVXLHz7yWQkGOHw-Hn03BHHejUUl2,154,X74VgymJ7RoxfpUXh7eaIvq6qmyjLLPzxsPKYj6Ot5W0mKfY,246,xP7HZ5YbtWUXCC-vg6Qiljc4fGsLoX8C2l1FFM8vpVjbfiM,119,1OIKCfeumEmZJEJMLJHn_hu1QzEqVydistOx4NtNo-BPNuc9SwmcHC4ykQ,60,78,11,166,111,103,Rv81snBd96PHDUu-DCbvHNr8ntE1lwIoX3HPHy7A6t-ppTw_,114,4kZwGdkKnuBuDUye_76gpMaSPaRIyOVILRkwccyHP6OWRRFv,200,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,134,S-wfnQgXDrxh1QaELAEuhz1QZoFHxko4ek3bQJFEVyq-mqRb,145,Dw25s0DUtd1sGtP-FXV4F_2BIQalOmXoqvHh3MUgHBA1B_Wf,432,203,350,888,429,266,1,16,24,1,2,2,1,1,1,0,5,7,1,0,1,1,0,1,1
EUROPE WEST,WGPYvN2dt9xPS2V_pqldbJDRWpww--Bt6_qqxtuv-85jGOU,114,ZCozY6C2oOZOBAD8SyuT7qCvcuUInNGTjzbHjdVFYbrkjlg,62,cd22fAhPWziWLCnuMjslRbdaWNA8K5SbQIPwn7DHz1yqNc0,38,AABHZ6CwTkkjVim85UDvhMbjMUTqQzp2c5Sj7eEhDIlTgxv8,429,zz7kMqrEIqy_LWfKP7uAtK4bxHBFi7s9G9eSkAHkGzyROYg,888,28,119,120,350,24,2bxAy2xKRRVbwBQs4xMcUU03StHLqPjfceqkUEZwP3UNuXU,266,ppgOkIi-ukx_4DAGRnI5DM0M1LugK0pO0vYo4E_6U_-mfQ8,80,6bgyxH_MocNaUkpdlzyEuQvBwQ85zq0zIvVwkGWCwUGXP-wvlKJ5oGlurQ,163,H_DK-qbM4KFp9lEq9GJrP7vsZMW1WBuUxqRTex2KgddtlrY,50,ikkWHVa-xfimUksIOKccQF3WGN3r0K6hcy3-ziiMyg8uvPk,111,39,235,147,246,107,0,15,9,0,1,0,0,2,0,0,4,0,2,0,0,2,0,0,0
EUROPE WEST,Cl1NCQiK7FCZy1IQQyECasWj207p_Vlmoz8tJFcf5FBoWIQ,119,1LB931dEbeMiscrbz2xogobuv1aAGMA9cp7adgLnS_xi7Ms,62,cfuev4LL6oqHtIbkGWxQABOB_evYDRw8YoWSlBp8SKFqVgE,163,Ai41hi4b8YOMXB-pODF6esdXnn4MtEa6LMB2NKugpFpahSce,777,YFsvBTHeTO8SEINoZjAYyBEa_ZlEve-kkI45I0VuU_IdWKAVoMr4uuKW3Q,40,141,246,350,895,114,Ex8bjy7LrKxLFOREkfoP4zWxqoGLlMfBDEarookUAG3e1oI,84,kbQrCBEBbv1uXR7anU_lw5o61YeLUB9JzexI2Z_n8lHYmutkIQDafb9Fiw,234,9T_e3hPA8BJJkJ-VGvGVJWR24xPZ0yyY5aGTOIKl95Cd6h8g,517,1WIvKr4XJEAD1jortquLgmuUm85Z7je36QCLpDm_NExOs90,15,FyDlNa8j0MCBaoTH0zNElBHouOmPVTAkP196AW20UQ7J_L4,555,107,114,350,421,141,1,32,15,1,0,3,2,0,0,0,9,0,0,1,0,0,2,0,0
EUROPE WEST,Rv81snBd96PHDUu-DCbvHNr8ntE1lwIoX3HPHy7A6t-ppTw_,777,7OWYfPu6AKdMiauXRY8kimdk4ihwVhQfLZWHBSH9GB59ZxEJ,60,vM-iaomCOVk76ms3LsaABOmw_iEiLlmuo3UZUrXZBeyU_R0kPZxZOTTT6g,887,fCV1FQO5QX4SIvQxBKro2YZwTEWiRu20Ul2e4laFYvbeob4F,157,0M7CWlZ4_qAMokeVPQyA-rNeEznI9EPx2KjPj9tO3T2-FRjX,555,17,895,84,119,246,jRMfcOEkbFouFtZQaV6mEPYUN0A0R-ZBGKD-5B6vdPA4ok4,86,_--xoDpCKbKpKkeGXVrLW1CWWMMNxEw4tSr37Kp7R1EfGGs,77,cfuev4LL6oqHtIbkGWxQABOB_evYDRw8YoWSlBp8SKFqVgE,163,CRNfe_WsFexpzstr8Dp9pS5tSIjrfqzx_SKQCFCGSlsBCEE,145,NghZZ75UvN_iEVc0hjs5Je39rTmXPlTVLKIbwDVb264GPzRQ,32,119,246,107,164,200,1,33,41,1,2,2,0,1,0,0,4,9,1,0,1,1,0,2,1
